4560489637204,10
4560489637198,10
4560489632803,2793
4560489632810,3399
4562291811667,477
4562291810646,452
4562291813920,714
4562291811452,621
4562291811469,91
4562291811490,731
4562291810653,60
4562291811537,16
4562291811384,44
4562291811377,225
4562291811520,103
4562291811513,130
4562291811506,43
4562291811650,83
4562291811674,30
4562291811483,143
4562291811643,255
"",""
4560489629018,0
4560489629070,13
4560489629131,0
"",""
4560489629025,200
4560489629087,29
4560489629148,7
"",""
4560489629032,196
4560489629094,41
4560489629155,11
"",""
4560489629049,3
4560489629100,33
4560489629162,0
"",""
4560489629056,212
4560489629117,23
4560489629179,3
"",""
4560489629063,208
4560489629124,38
4560489629186,11
"",""
4560489631080,262
4560489631189,70
4560489631288,32
"",""
4560489631103,0
4560489631202,47
4560489631301,19
"",""
4560489631042,0
4560489631141,27
4560489631240,12
"",""
4560489631097,0
4560489631196,35
4560489631295,4
"",""
4560489631059,10
4560489631158,22
4560489631257,6
"",""
4560489631066,61
4560489631165,13
4560489631264,13
"",""
4560489631028,189
4560489631127,6
4560489631226,5
"",""
4560489631073,197
4560489631172,36
4560489631271,23
"",""
4560489631035,193
4560489631134,15
4560489631233,6
4560489605210,74
4560489605227,106
4560489624297,46
4562291836424,191
4562291836431,2
4562291814767,37
4562291814750,35
4562291869484,739
4560489627861,599
4560489627854,854
4560489627847,671
4560489627830,601
4560489627823,539
"",""
4560489633442,7
4560489633565,25
4560489633688,20
4560489633800,0
4560489633923,2
4560489634043,5
4560489634166,10
4560489634289,13
4560489634401,0
"",""
4560489633435,3
4560489633558,0
4560489633671,12
4560489633794,0
4560489633916,0
4560489634036,6
4560489634159,7
4560489634272,2
4560489634395,0
"",""
4560489633428,13
4560489633541,27
4560489633664,17
4560489633787,6
4560489633909,11
4560489634029,13
4560489634142,16
4560489634265,13
4560489634388,5
"",""
4560489633411,9
4560489633534,19
4560489633657,16
4560489633770,0
4560489633893,6
4560489634012,12
4560489634135,8
4560489634258,0
4560489634371,0
"",""
4560489633404,13
4560489633527,18
4560489633640,19
4560489633763,6
4560489633886,1
4560489634005,10
4560489634128,12
4560489634241,14
4560489634364,4
"",""
4560489633398,9
4560489633510,15
4560489633633,17
4560489633756,0
4560489633879,2
4560489633992,11
4560489634111,8
4560489634234,8
4560489634357,2
"",""
4560489633381,12
4560489633503,24
4560489633626,19
4560489633749,3
4560489633862,9
4560489633985,12
4560489634104,14
4560489634227,10
4560489634340,1
"",""
4560489633374,16
4560489633497,34
4560489633619,22
4560489633732,14
4560489633855,13
4560489633978,12
4560489634098,18
4560489634210,17
4560489634333,1
"",""
4560489633350,0
4560489633473,11
4560489633596,12
4560489633718,0
4560489633831,6
4560489633954,9
4560489634074,13
4560489634197,8
4560489634319,2
"",""
4560489633343,9
4560489633466,20
4560489633589,18
4560489633701,3
4560489633824,8
4560489633947,16
4560489634067,12
4560489634180,5
4560489634302,0
"",""
4560489633336,9
4560489633459,20
4560489633572,21
4560489633695,8
4560489633817,0
4560489633930,14
4560489634050,11
4560489634173,14
4560489634296,0
"",""
4560489625638,23
4560489625751,11
4560489625874,0
4560489625997,2
4560489626116,10
4560489626239,0
4560489626352,0
4560489626475,0
4560489626598,0
"",""
4560489625621,12
4560489625744,0
4560489625867,0
4560489625980,8
4560489626109,2
4560489626222,0
4560489626345,0
4560489626468,0
4560489626581,0
"",""
4560489625614,21
4560489625737,4
4560489625850,0
4560489625973,1
4560489626093,8
4560489626215,0
4560489626338,0
4560489626451,0
4560489626574,0
"",""
4560489625584,26
4560489625706,0
4560489625829,0
4560489625942,0
4560489626062,1
4560489626185,0
4560489626307,0
4560489626420,0
4560489626543,0
"",""
4560489625577,35
4560489625690,12
4560489625812,0
4560489625935,8
4560489626055,21
4560489626178,0
4560489626291,0
4560489626413,0
4560489626536,0
"",""
4560489625553,20
4560489625676,0
4560489625799,0
4560489625911,0
4560489626031,0
4560489626154,0
4560489626277,0
4560489626390,0
4560489626512,0
"",""
4560489612058,0
4560489612133,0
4560489612218,0
4560489612294,0
4560489612379,0
4560489612454,0
4560489612539,0
4560489612614,0
4560489612690,2
"",""
4560489625652,13
4560489625775,25
4560489625898,20
4560489626017,3
4560489626130,3
4560489626253,8
4560489626376,17
4560489626499,11
"",""
4560489625645,13
4560489625768,20
4560489625881,18
4560489626000,5
4560489626123,5
4560489626246,17
4560489626369,20
4560489626482,18
"",""
4560489634524,3
4560489634647,18
4560489634760,5
4560489634883,4
4560489635125,4
4560489635248,2
4560489635361,0
4560489635484,3
"",""
4560489634517,5
4560489634630,13
4560489634753,5
4560489634876,4
4560489634999,3
4560489635118,3
4560489635231,3
4560489635354,0
4560489635477,6
"",""
4560489634500,3
4560489634623,16
4560489634746,5
4560489634869,5
4560489634982,2
4560489635101,3
4560489635224,5
4560489635347,3
4560489635460,18
"",""
4560489634494,1
4560489634616,15
4560489634739,4
4560489634852,5
4560489634975,3
4560489635095,5
4560489635217,4
4560489635330,4
4560489635453,15
"",""
4560489634487,5
4560489634609,20
4560489634722,5
4560489634845,3
4560489634968,3
4560489635088,4
4560489635200,4
4560489635323,0
4560489635446,5
"",""
4560489634470,6
4560489634593,19
4560489634715,3
4560489634838,6
4560489634951,4
4560489635071,4
4560489635194,2
4560489635316,0
4560489635439,5
"",""
4560489634463,4
4560489634586,17
4560489634708,5
4560489634821,4
4560489634944,4
4560489635064,4
4560489635187,5
4560489635309,2
4560489635422,17
"",""
4560489634456,2
4560489634579,14
4560489634692,5
4560489634814,5
4560489634937,4
4560489635057,5
4560489635170,3
4560489635293,4
4560489635415,19
"",""
4560489634432,3
4560489634555,19
4560489634678,6
4560489634791,4
4560489634913,2
4560489635033,2
4560489635156,3
4560489635279,4
4560489635392,12
"",""
4560489634425,4
4560489634548,16
4560489634661,3
4560489634784,5
4560489634906,2
4560489635026,4
4560489635149,3
4560489635262,2
4560489635385,11
"",""
4560489634418,4
4560489634531,13
4560489634654,3
4560489634777,3
4560489634890,2
4560489635019,3
4560489635132,1
4560489635255,1
4560489635378,10
"",""
4560489626697,5
4560489626819,0
4560489626932,4
4560489627052,7
4560489627175,4
4560489627298,8
4560489627410,7
4560489627533,5
4560489627656,0
"",""
4560489626680,8
4560489626802,0
4560489626925,5
4560489627045,4
4560489627168,5
4560489627281,9
4560489627403,8
4560489627526,7
4560489627649,0
"",""
4560489626673,7
4560489626796,0
4560489626918,1
4560489627038,5
4560489627151,2
4560489627274,8
4560489627397,8
4560489627519,0
4560489627632,0
"",""
4560489626666,5
4560489626789,0
4560489626901,0
4560489627021,4
4560489627144,0
4560489627267,7
4560489627380,5
4560489627502,1
4560489627625,0
"",""
4560489626659,5
4560489626772,0
4560489626895,4
4560489627014,5
4560489627137,7
4560489627250,9
4560489627373,5
4560489627496,3
4560489627618,0
"",""
4560489626642,6
4560489626765,0
4560489626888,2
4560489627007,7
4560489627120,0
4560489627243,8
4560489627366,3
4560489627489,0
4560489627601,0
"",""
4560489626635,8
4560489626758,0
4560489626871,6
4560489626994,8
4560489627113,9
4560489627236,6
4560489627359,2
4560489627472,1
4560489627595,0
"",""
4560489626628,4
4560489626741,0
4560489626864,5
4560489626987,5
4560489627106,4
4560489627229,5
4560489627342,8
4560489627465,10
4560489627588,0
"",""
4560489626611,4
4560489626734,0
4560489626857,4
4560489626970,5
4560489627090,4
4560489627212,2
4560489627335,0
4560489627458,1
4560489627571,0
"",""
4560489626604,1
4560489626727,0
4560489626840,0
4560489626963,3
4560489627083,2
4560489627205,3
4560489627328,0
4560489627441,0
4560489627564,0
"",""
4560489622149,0
4560489622200,0
4560489622262,0
4560489622323,0
4560489622385,0
4560489622446,0
4560489622507,0
4560489622569,0
4560489622620,0
4560489622682,4
"",""
4560489622132,0
4560489622194,0
4560489622255,0
4560489622316,0
4560489622378,0
4560489622439,0
