4560489622491,0
4560489622552,0
4560489622613,0
4560489622675,5
"",""
4560489622125,0
4560489622187,0
4560489622248,0
4560489622309,0
4560489622361,0
4560489622422,0
4560489622484,0
4560489622545,0
4560489622606,0
4560489622668,15
"",""
4560489622118,0
4560489622170,0
4560489622231,0
4560489622293,0
4560489622354,0
4560489622415,0
4560489622477,0
4560489622538,0
4560489622590,0
4560489622651,11
"",""
4560489622101,0
4560489622163,0
4560489622224,0
4560489622286,0
4560489622347,0
4560489622408,0
4560489622460,0
4560489622521,0
4560489622583,0
4560489622644,5
"",""
4560489622095,0
4560489622156,0
4560489622217,0
4560489622279,0
4560489622330,0
4560489622392,0
4560489622453,0
4560489622514,0
4560489622576,0
4560489622637,5
"",""
4560489626703,3
4560489626826,16
4560489626949,11
4560489627069,8
4560489627182,4
4560489627304,9
4560489627427,5
4560489627540,2
"",""
4560489626710,9
4560489626833,17
4560489626956,0
4560489627076,6
4560489627199,9
4560489627311,11
4560489627434,7
4560489627557,2
"",""
4560489622699,0
4560489622712,0
4560489622736,0
4560489622750,0
4560489622774,0
4560489622798,14
4560489622811,0
4560489622835,0
4560489622859,20
4560489622873,15
"",""
4560489622705,0
4560489622729,0
4560489622743,0
4560489622767,0
4560489622781,0
4560489622804,0
4560489622828,0
4560489622842,0
4560489622866,15
4560489622880,11
4560489636351,55
4560489636344,26
4560489636337,25
4560489636320,38
4560489601656,41
4560489609454,18
4560489618036,24
4560489628882,57
4560489628899,68
4560489628912,38
4560489628905,46
4560489628950,72
4560489628967,42
4560489628974,46
4560489629438,0
4560489629452,5
4560489621845,33
4560489621906,35
4560489621852,15
4560489621913,15
4560489617961,7
4560489618043,8
4560489628943,9
4560489636221,9
4560489635965,585
4560489635958,235
4560489635941,464
4560489635934,547
4560489635927,543
4560489635910,580
4560489635903,439
4560489609959,66
4560489609966,84
4560489609997,72
4560489610009,92
4560489609973,77
4560489609980,95
4562291897678,53
4562291897661,344
4562291897692,51
4562291907933,247
4562291897685,0
4562291907940,122
4560489617664,0
4560489624082,332
4560489621937,151
4560489602622,573
4560489635880,0
4560489635873,12
4560489635866,0
4560489635859,0
4560489635842,38
4560489635835,79
4560489635828,82
4560489635811,25
4560489628493,73
4560489630540,29
4560489630496,69
4560489618937,395
4560489628547,35
4560489618982,0
4560489620756,0
4562291813517,140
4562291813586,131
4562291813500,107
4562291813555,0
4560489620749,58
4560489620770,0
4560489620763,0
4562291813524,42
4560489617053,174
4562291813562,0
4562291813456,0
4560489630762,0
4560489630748,18
4560489632667,11
4560489632698,0
4560489630731,5
4560489632681,10
4560489632643,37
4560489632650,23
4560489632711,0
4560489632674,0
4560489632636,25
4560489632704,1
4560489632742,6
4560489632780,7
4560489632766,38
4560489624358,1
4560489624341,5
4560489624334,15
4560489624365,19
4560489624372,29
4560489624389,22
4560489624327,11
4560489624433,19
4560489624501,8
4560489624471,0
4560489624495,12
4560489624488,0
4560489632728,14
"",""
4560489631516,4
4560489631523,3
4560489631547,4
4560489631554,1
4560489631585,17
4560489631578,6
4560489631592,4
4560489631530,12
4560489631608,1
4560489631561,6
"",""
4560489631714,152
4560489631721,65
4560489631745,0
4560489631752,17
4560489631783,25
4560489631776,0
4560489631790,43
4560489631738,47
4560489631806,19
4560489631769,17
"",""
4560489631813,133
4560489631820,59
4560489631844,30
4560489631851,36
4560489631882,39
4560489631875,44
4560489631899,58
4560489631837,87
4560489631905,57
4560489631868,52
"",""
4560489631912,0
4560489631929,0
4560489631943,0
4560489631950,4
4560489631981,0
4560489631974,0
4560489631998,0
4560489631936,0
4560489632001,13
4560489631967,3
"",""
4560489632018,0
4560489632025,3
4560489632049,0
4560489632056,1
4560489632087,0
4560489632070,0
4560489632094,1
4560489632032,0
4560489632100,17
4560489632063,0
4560489632513,14
"",""
4560489632117,40
4560489632124,0
4560489632148,8
4560489632155,16
4560489632186,1
4560489632179,8
4560489632193,10
4560489632131,0
4560489632209,19
4560489632162,4
"",""
4560489632216,0
4560489632223,21
4560489632247,6
4560489632254,16
4560489632285,17
4560489632278,25
4560489632292,28
4560489632230,13
4560489632308,30
4560489632261,12
"",""
4560489632315,0
4560489632322,2
4560489632346,0
4560489632353,0
4560489632384,4
4560489632377,1
4560489632391,0
4560489632339,0
4560489632407,0
4560489632360,0
"",""
4560489632414,0
4560489632421,1
4560489632445,0
4560489632452,0
4560489632483,2
4560489632476,0
4560489632490,0
4560489632438,6
4560489632506,1
4560489632469,3
"",""
4560489616360,0
4560489625355,2
4560489621135,0
4560489621128,3
4560489621111,3
4560489621104,0
4560489616407,11
4560489616377,2
4560489616391,0
4560489616384,0
"",""
4560489616018,0
4560489625300,0
4560489620893,0
4560489620886,0
4560489620879,0
4560489620862,0
4560489616056,12
4560489616025,0
4560489616049,0
4560489616032,0
"",""
4560489616117,0
4560489625324,0
4560489621012,0
4560489621005,0
4560489620992,0
4560489620985,0
4560489616155,0
4560489616124,2
4560489616148,0
4560489616131,0
"",""
4560489616414,0
4560489625362,3
4560489621173,0
4560489621166,0
4560489621159,0
4560489621142,0
4560489616452,2
4560489616421,2
4560489616445,0
4560489616438,2
4560489616216～4560489625348,0
"",""
4560489616261,0
4560489625379,2
4560489620930,0
4560489620923,0
4560489620916,8
4560489620909,0
4560489616308,6
4560489616278,0
4560489616292,0
4560489616285,0
4560489616315～4560489625386,0
"",""
4560489631424,0
4560489631431,0
4560489631448,18
"",""
4560489631455,141
4560489631462,154
4560489631479,150
"",""
4560489631486,88
4560489631493,209
4560489631509,87
4560489625393,120
4560489632575,284
4560489632582,224
4562291811551,132
4560489632568,253
4562291813685,311
4560489632605,657
4560489632612,636
4560489632599,376
9325448073531,218
9325448073548,153
9325448073555,67
9325448073524,70
9325448073487,7
9325448073517,12
9325448073494,52
9325448073500,13
4562291797633,71
4562291811940,253
4562291813432,197
4560489632629,386
4560489603650,2
4560489603643,126
4560489603636,49
4562291931723,126
4562291931730,122
4562291931709,77
4560489605180,14
4562291812572,166
"",""
4562291809497,136
4562291809503,105
4000023000007,49
4562291809480,41
"",""
4560489622033,23
4560489608075,18
4560489622019,9
4560489622040,18
4560489622026,41
"",""
4560489622071,6
4560489608228,6
4560489622057,12
4560489622088,6
4560489622064,0
"",""
4560489605159,47
4560489605166,0
4560489605173,2
"",""
4560489630458,21
4560489630427,16
4560489630434,14
4560489630465,20
4560489630441,23
4560489624259,3
4560489624266,0
4560489624235,2
4560489624228,2
4560489624211,13
4560489624181,25
4560489624204,21
4560489618630,2
4560489618050,2
4560489630410,1
4560489618807,18
4560489629629,19
4560489629001,14
4560489617978,44
"",""
4560489603148,8
4562291827804,16
4562291827811,22
4562291827828,33
4562291827835,38
4562291827842,19
4562291827859,9
"",""
4560489630236,9
4560489630243,5
4560489630250,3
4560489630267,9
4560489630274,0
4560489630281,18
4560489630298,24
4560489630304,1
"",""
4560489635736,19
4560489635743,18
4560489636023,18
4560489635750,4
4560489635767,0
4560489635774,0
4560489635781,20
4560489635798,0
"",""
4560489635590,18
4560489635606,40
4560489635613,3
4560489635620,22
4560489635637,26
4560489635644,56
4560489635651,35
"",""
4560489635668,15
4560489635675,4
4560489635682,0
4560489635699,0
4560489635705,0
4560489635712,11
4560489635729,20
"",""
4560489630472,7
4562291884227,11
4562291884234,16
4562291884241,24
4562291884258,32
4562291884265,13
4560489636030,8
"",""
4562291884302,1
4562291884319,4
4562291884326,1
4562291884333,0
4562291884340,1
4560489624303,2
"",""
4562291859089,4
4562291859096,7
4562291859102,0
4562291859119,21
4562291859126,5
4562291859027,6
"",""
4562291859133,10
4562291859140,7
4562291859157,5
4562291859164,11
4562291859171,3
4562291882735,3
"",""
4560489619903,0
4560489619910,17
4560489619927,0
4560489619934,0
4560489619941,0
4560489619958,0
4560489619965,0
"",""
4560489619972,0
4560489619989,2
4560489619996,0
4560489620015,0
4560489620022,0
4560489620039,1
4560489620046,0
"",""
4560489621180,7
4560489621197,11
4560489621203,28
4560489621210,33
4560489621227,24
4560489621234,22
4560489621241,36
"",""
4560489621814,11
4560489621821,32
4560489621838,26
4560489607559,0
4560489613147,147
4560489602547,0
4560489608044,117
4560489613154,0
4560489632872,35
"",""
4560489632827,26
4560489632834,0
4560489632841,0
4560489632858,0
4560489632865,27
"",""
4560489619835,4
4560489619842,0
4560489619859,0
4560489619866,0
4560489619873,0
4560489619880,0
4560489619897,0
4560489602165,95
4560489602189,101
4560489602172,97
"",""
4560489619767,0
4560489619774,8
4560489619781,0
4560489619798,0
4560489619804,0
4560489619811,0
4560489619828,0
4562291889055,536
9321977651578,6
9321977730112,112
9321977730129,0
9321977730051,88
9321977730068,101
9321977730044,95
9321977730143,36
9321977730136,34
9321977730174,1
9321977730181,53
9321977730204,56
9321977730198,52
9321977730211,0
9321977730228,61
9321977730235,61
9321977730259,12
9321977730273,10
9321977730266,4
9321977730280,20
9321977738507,4
9321977738491,1
9321977738521,4
9321977738514,1
9321977681414,20
9321977706551,8
9321977706544,8
9321977706582,8
9321977706636,0
9321977651783,9
9321977681346,0
9321977651585,47
9321977681445,42
